,OBJECTID,VENUEID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_DATE,NAME2,geometry
157,161,193.0,JOAN C. EDWARDS STADIUM,2001 3RD AVENUE,HUNTINGTON,WV,25755,NOT AVAILABLE,SINGLE USE,OPEN,38016.0,CABELL,54011,USA,38.424930000000074,-82.42091999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://herdzone.com/sports/2018/6/11/facilities-joan-edwards-stadium-html.aspx,2015-01-30,2018-08-22,NOT AVAILABLE,POINT (-9175054.8451 4639629.311999999)
158,162,194.0,WAR MEMORIAL STADIUM (WYOMING),NORTH 22ND STREET AND LAND STREET,LARAMIE,WY,82070,NOT AVAILABLE,SINGLE USE,OPEN,29181.0,ALBANY,56001,USA,41.31169999900004,-105.56826999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gowyo.com/facilities/?id=1,2015-01-30,2018-08-22,NOT AVAILABLE,POINT (-11751806.0603 5058426.626100004)
159,163,195.0,APOGEE STADIUM,1500 SOUTH BONNIE BRAE STREET,DENTON,TX,76207,NOT AVAILABLE,SINGLE USE,OPEN,30850.0,DENTON,48121,USA,33.20393000000007,-97.15922000099994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://meangreensports.com/facilities/?id=4,2015-01-30,2018-08-22,NOT AVAILABLE,POINT (-10815714.8964 3922403.648599997)
160,164,196.0,SPECTRUM STADIUM,4465 KNIGHTS VICTORY WAY,ORLANDO,FL,32816,NOT AVAILABLE,SINGLE USE,OPEN,44206.0,ORANGE,48361,USA,28.608250000000055,-81.19258999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.nmnathletics.com/ViewArticle.dbml?DB_OEM_ID=34100&ATCLID=211735275,2015-01-30,2018-08-22,THE BOUNCE HOUSE,POINT (-9038317.775 3325878.899700001)
161,165,197.0,FAU STADIUM,777 GLADES RD,BOCA RATON,FL,33431,6424,SINGLE USE,OPEN,29495.0,PALM BEACH,12099,USA,26.37620000000004,-80.10160000099995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://fausports.com/sports/2018/5/25/facilities-fau-football-stadium-html.aspx,2015-01-30,2018-08-22,NOT AVAILABLE,POINT (-8916869.3238 3045750.0265999995)
162,166,198.0,HOUCHENS INDUSTRIES-L.T. SMITH STADIUM,1605 AVENUE OF CHAMPIONS,BOWLING GREEN,KY,42101,NOT AVAILABLE,SINGLE USE,OPEN,22113.0,WARREN,28149,USA,36.98471999900005,-86.45944000099996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://wkusports.com/facilities/?id=2,2015-01-30,2018-08-22,NOT AVAILABLE,POINT (-9624620.8352 4436977.166100003)
163,167,199.0,TCF BANK STADIUM,SE UNIVERSITY AVENUE AND SE OAK STREET,MINNEAPOLIS,MN,55455,NOT AVAILABLE,SINGLE USE,OPEN,50805.0,HENNEPIN,27053,USA,44.97656000000006,-93.22453999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gophersports.com/sports/2018/5/21/facilities-tcf-bank-stadium-html.aspx,2015-01-30,2018-08-22,NOT AVAILABLE,POINT (-10377708.3222 5617832.0923999995)
164,168,201.0,INFOCISION STADIUM - SUMMA FIELD,SOUTH UNION STREET AND VINE STREET,AKRON,OH,44304,NOT AVAILABLE,SINGLE USE,OPEN,30000.0,SUMMIT,49043,USA,41.07260000000008,-81.50838999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://gozips.com/sports/2017/5/25/athletics-facilities-InfoCision.aspx,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-9073472.4702 5023056.052100003)
165,169,202.0,CHILDREN'S MERCY PARK,1 SPORTING WAY,KANSAS CITY,KS,66111,NOT AVAILABLE,SINGLE USE,OPEN,18467.0,WYANDOTTE,20209,USA,39.12161222900005,-94.82329884599994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.sportingkc.com/childrens-mercy-park,2015-01-30,2018-08-28,LIVESTRONG SPORTING PARK,POINT (-10555681.3429 4739106.481799997)
166,170,203.0,RED BULL ARENA,600 CAPE MAY ST,HARRISON,NJ,07029,NOT AVAILABLE,SINGLE USE,OPEN,25000.0,HUDSON,34017,USA,40.73691468100003,-74.15026944299996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.newyorkredbulls.com/redbullarena,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-8254370.2366 4973613.743500002)
167,171,205.0,DICK'S SPORTING GOODS PARK,6000 VICTORY WAY,COMMERCE CITY,CO,80022,NOT AVAILABLE,SINGLE USE,OPEN,18061.0,ADAMS,53001,USA,39.80564364400004,-104.89184417499996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.coloradorapids.com/stadium/complex-overview,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-11676506.6819 4837739.0088)
168,172,206.0,TOYOTA PARK,7000 S HARLEM AVE,BRIDGEVIEW,IL,60455,3106,SINGLE USE,OPEN,20000.0,COOK,27031,USA,41.76472000000007,-87.80610999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.chicago-fire.com/toyotapark,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-9774531.4537 5125800.538099997)
169,173,207.0,RFK MEMORIAL STADIUM,2400 EAST CAPITOL STREET SE,WASHINGTON,DC,20003,NOT AVAILABLE,OTHER,OPEN,45423.0,DISTRICT OF COLUMBIA,11001,USA,38.889839993000066,-76.97213000299996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://eventsdc.com/Venues/RFKStadium.aspx,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-8568498.3172 4705904.358199999)
170,174,208.0,MAPFRE STADIUM,1 BLACK AND GOLD BOULEVARD,COLUMBUS,OH,43211,NOT AVAILABLE,SINGLE USE,OPEN,20455.0,FRANKLIN,53021,USA,40.00955000600004,-82.99104997099994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://mapfrestadium.com/,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-9238521.4232 4867330.157399997)
171,175,209.0,TOYOTA STADIUM,9200 WORLD CUP WAY,FRISCO,TX,75034,NOT AVAILABLE,SINGLE USE,OPEN,20500.0,COLLIN,48085,USA,33.154332219000025,-96.83522179099998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.fcdallas.com/stadium,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-10779647.5806 3915806.9465999976)
172,176,210.0,STUBHUB CENTER,18400 AVALON BOULEVARD,CARSON,CA,90746,2172,MULTIUSE,OPEN,27000.0,LOS ANGELES,06037,USA,33.86428671200008,-118.26111257199994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.stubhubcenter.com/,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-13164766.8322 4010593.571999997)
173,177,211.0,RIO TINTO STADIUM,9256 SOUTH STATE,SANDY,UT,84070,NOT AVAILABLE,SINGLE USE,OPEN,20000.0,SALT LAKE,49035,USA,40.58291216900005,-111.89332712899994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://riotintostadium.com/stadium-images/,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-12455908.1992 4951014.598700002)
174,178,213.0,TALEN ENERGY STADIUM,1 STADIUM DRIVE,CHESTER,PA,19013,NOT AVAILABLE,SINGLE USE,OPEN,18500.0,DELAWARE,19055,USA,39.83277917300006,-75.37851523499995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://www.philadelphiaunion.com/stadium,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-8391097.9327 4841671.876699999)
175,179,214.0,BMO FIELD,170 PRINCESS BOULEVARD,TORONTO,ON,M6K 3C3,NOT AVAILABLE,SINGLE USE,OPEN,30000.0,TORONTO,3520005,CAN,43.63318250900005,-79.41859315399995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://bmofield.com/,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-8840837.3494 5408850.704700001)
176,180,215.0,AVAYA STADIUM,1123 COLEMAN AVENUE,SAN JOSE,CA,95110,NOT AVAILABLE,SINGLE USE,OPEN,18000.0,SANTA CLARA,06085,USA,37.351158000000055,-121.92485699999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.sjearthquakes.com/avayastadium,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-13572612.9963 4488167.370200001)
177,181,217.0,PROVIDENCE PARK,1844 SW MORRISON,PORTLAND,OR,97205,NOT AVAILABLE,SINGLE USE,OPEN,20323.0,MULTNOMAH,41051,USA,45.52156048100005,-122.69180404499997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://providenceparkpdx.com/about,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-13657989.1508 5704007.6570999995)
178,182,218.0,BC PLACE,777 PACIFIC BLVD,VANCOUVER,BC,V6B 4Y8,NOT AVAILABLE,SINGLE USE,OPEN,54500.0,VANCOUVER,5915022,CAN,49.27663723300003,-123.11202127699994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.bcplace.com/the-stadium,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-13704767.5191 6321931.969700001)
179,183,219.0,ANGEL STADIUM OF ANAHEIM,2000 EAST GENE AUTRY WAY,ANAHEIM,CA,92806,6143,SINGLE USE,OPEN,45050.0,ORANGE,48361,USA,33.800310000000025,-117.88270999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://losangeles.angels.mlb.com/ana/ballpark/,2015-01-30,2018-08-28,NOT AVAILABLE,POINT (-13122643.250500001 4002019.9514999986)
180,184,220.0,CHASE FIELD,401 EAST JEFFERSON STREET,PHOENIX,AZ,85004,2438,SINGLE USE,OPEN,48633.0,MARICOPA,04013,USA,33.44527180600005,-112.06680131499996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://chase.crowndns.com/#main,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-12475219.257199999 3954556.590999998)
181,185,221.0,CITIZENS BANK PARK,1 CITIZENS BANK WAY,PHILADELPHIA,PA,19148,5249,SINGLE USE,OPEN,43651.0,PHILADELPHIA,42101,USA,39.90618001100006,-75.16647155499999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/phillies/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-8367493.338199999 4852317.9661)
182,186,222.0,COMERICA PARK,2100 WOODWARD AVENUE,DETROIT,MI,48201,3470,SINGLE USE,OPEN,41299.0,WAYNE,49055,USA,42.33927803700004,-83.04883143799998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/tigers/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-9244953.6267 5211937.917000003)
183,187,223.0,COORS FIELD,2001 BLAKE STREET,DENVER,CO,80205,2000,SINGLE USE,OPEN,50144.0,DENVER,08031,USA,39.756350000000054,-104.99413999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/rockies/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-11687894.2011 4830598.639399998)
184,188,224.0,DODGER STADIUM,1000 VIN SCULLY AVENUE,LOS ANGELES,CA,90090,1112,SINGLE USE,OPEN,56000.0,LOS ANGELES,06037,USA,34.07388000000003,-118.23994999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://losangeles.dodgers.mlb.com/la/ballpark/index.jsp,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-13162411.0254 4038726.6243999973)
185,189,225.0,FENWAY PARK,4 YAWKEY WAY,BOSTON,MA,02215,3409,SINGLE USE,OPEN,37493.0,SUFFOLK,25025,USA,42.34622006300003,-71.09771002999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/redsox/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-7914560.8771 5212983.449000001)
186,190,226.0,GREAT AMERICAN BALL PARK,100 JOE NUXHALL WAY,CINCINNATI,OH,45202,NOT AVAILABLE,SINGLE USE,OPEN,42319.0,HAMILTON,20075,USA,39.097210000000075,-84.50645999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/reds/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-9407216.0959 4735605.651900001)
187,191,227.0,PROGRESSIVE FIELD,2401 ONTARIO STREET,CLEVELAND,OH,44115,4003,SINGLE USE,OPEN,35041.0,CUYAHOGA,39035,USA,41.49578881800005,-81.68529745499995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/indians/ballpark/,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-9093165.718 5085747.749300003)
188,192,228.0,KAUFFMAN STADIUM,1 ROYAL WAY,KANSAS CITY,MO,64141,6969,SINGLE USE,OPEN,37903.0,JACKSON,48239,USA,39.051640070000076,-94.48042993099995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/royals/ballpark/information,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-10517513.3498 4729071.271200001)
189,193,229.0,MILLER PARK,1 BREWERS WAY,MILWAUKEE,WI,53214,3652,SINGLE USE,OPEN,41900.0,MILWAUKEE,55079,USA,43.02812000000006,-87.97117999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/brewers/ballpark/,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-9792906.9621 5316252.977600001)
190,194,230.0,MINUTE MAID PARK,501 CRAWFORD STREET,HOUSTON,TX,77002,NOT AVAILABLE,SINGLE USE,OPEN,41168.0,HARRIS,48201,USA,29.757180000000062,-95.35553999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",http://houston.astros.mlb.com/hou/ballpark/index.jsp,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-10614930.1571 3472375.6265999973)
191,195,231.0,BUSCH STADIUM,700 CLARK AVENUE,SAINT LOUIS,MO,63102,NOT AVAILABLE,SINGLE USE,OPEN,43975.0,SAINT LOUIS,29510,USA,38.62257997700004,-90.19306005199996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/cardinals/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-10040245.5181 4667752.683600001)
192,196,232.0,ORIOLE PARK AT CAMDEN YARDS,333 WEST CAMDEN STREET,BALTIMORE,MD,21201,NOT AVAILABLE,SINGLE USE,OPEN,45971.0,BALTIMORE (CITY),24510,USA,39.28395000000006,-76.62155999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/orioles/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-8529473.043 4762426.974799998)
193,197,233.0,AT&T PARK,24 WILLIE MAYS PLAZA,SAN FRANCISCO,CA,94107,NOT AVAILABLE,SINGLE USE,OPEN,41915.0,SAN FRANCISCO,06075,USA,37.778398838000044,-122.38969169699999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/giants/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-13624358.1581 4548168.125799999)
194,198,234.0,PETCO PARK,19 TONY GWYNN DRIVE,SAN DIEGO,CA,92101,NOT AVAILABLE,SINGLE USE,OPEN,40162.0,SAN DIEGO,06073,USA,32.70757000000003,-117.15703999999994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/padres/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-13041862.0356 3856552.7885999978)
195,199,235.0,PNC PARK,115 FEDERAL STREET,PITTSBURGH,PA,15212,NOT AVAILABLE,SINGLE USE,OPEN,38362.0,ALLEGHENY,42003,USA,40.44705000500005,-80.00616002899994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/pirates/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-8906244.9948 4931120.627499998)
196,200,236.0,SAFECO FIELD,1250 1ST AVENUE SOUTH,SEATTLE,WA,98134,1216,SINGLE USE,OPEN,47715.0,KING,53033,USA,47.59147000000007,-122.33234999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/mariners/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-13617974.9095 6039157.1197)
197,201,237.0,CITI FIELD,123-01 ROOSEVELT AVENUE,FLUSHING,NY,11368,NOT AVAILABLE,SINGLE USE,OPEN,41922.0,QUEENS,36081,USA,40.75704117500004,-73.84588982499997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/mets/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-8220486.852499999 4976571.072999999)
198,202,238.0,GLOBE LIFE PARK IN ARLINGTON,1000 BALLPARK WAY,ARLINGTON,TX,76011,NOT AVAILABLE,SINGLE USE,OPEN,48114.0,TARRANT,48439,USA,32.75123000000008,-97.08254999999997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/rangers/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-10807180.0309 3862330.2682000026)
199,203,239.0,TROPICANA FIELD,1 TROPICANA DRIVE,SAINT PETERSBURG,FL,33705,NOT AVAILABLE,SINGLE USE,OPEN,31042.0,PINELLAS,12103,USA,27.76812542600004,-82.65345562599998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/rays/ballpark,2015-01-30,2018-08-29,NOT AVAILABLE,POINT (-9200940.5926 3219771.0394)
200,204,240.0,GEORGIA STATE STADIUM,755 HANK AARON DRIVE,ATLANTA,GA,30315,NOT AVAILABLE,SINGLE USE,OPEN,24333.0,FULTON,17057,USA,33.73551992700004,-84.38945006599994,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://stadium.gsu.edu/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-9394190.6097 3993343.8603999987)
201,205,241.0,GUARANTEED RATE FIELD,333 WEST 35TH STREET,CHICAGO,IL,60616,NOT AVAILABLE,SINGLE USE,OPEN,40615.0,COOK,27031,USA,41.82985000000008,-87.63364999999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/whitesox/ballpark,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-9755333.2944 5135525.777099997)
202,206,242.0,WRIGLEY FIELD,1060 WEST ADDISON STREET,CHICAGO,IL,60613,4397,SINGLE USE,OPEN,41160.0,COOK,27031,USA,41.948060025000075,-87.65564993999999,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/cubs/ballpark/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-9757782.3165 5153202.260200001)
203,207,243.0,YANKEE STADIUM,EAST 161ST & RIVER AVENUE,BRONX,NY,10451,NOT AVAILABLE,MULTIUSE,OPEN,49642.0,BRONX,36005,USA,40.829630000000066,-73.92623999999995,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/yankees/ballpark,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-8229431.393100001 4987244.512900002)
204,208,244.0,NATIONALS PARK,1500 SOUTH CAPITOL ST SE,WASHINGTON,DC,20003,NOT AVAILABLE,SINGLE USE,OPEN,41418.0,DISTRICT OF COLUMBIA,11001,USA,38.873050000000035,-77.00739999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/nationals/ballpark,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-8572424.5553 4703503.353699997)
205,209,245.0,TARGET FIELD,1 TWINS WAY,MINNEAPOLIS,MN,55415,1599,SINGLE USE,OPEN,38649.0,HENNEPIN,27053,USA,44.981750000000034,-93.27776999999998,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/twins/ballpark,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-10383633.8587 5618648.854599997)
206,210,247.0,ROGERS CENTRE,1 BLUE JAYS WAY,TORONTO,ON,M5V 1J1,NOT AVAILABLE,SINGLE USE,OPEN,48292.0,TORONTO,3520005,CAN,43.641420717000074,-79.38941817299997,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/bluejays/ballpark,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-8837589.6054 5410117.865500003)
207,211,248.0,MARLINS PARK,501 MARLINS WAY,MIAMI,FL,33125,NOT AVAILABLE,SINGLE USE,OPEN,37000.0,MIAMI-DADE,12086,USA,25.778090000000077,-80.21952999999996,711310,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",https://www.mlb.com/marlins/ballpark,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-8929997.2313 2971622.2980000004)
208,212,249.0,WAIALAE COUNTRY CLUB,4997 KAHALA AVENUE,HONOLULU,HI,96816,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,HONOLULU,15003,USA,21.270533602000057,-157.77622449699996,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.waialaecc.com/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-17563568.9703 2424166.218800001)
209,213,250.0,KAPALUA PLANTATION GOLF CLUB,2000 PLANTATION CLUB DRIVE,LAHAINA,HI,96761,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MAUI,15009,USA,21.007036871000025,-156.64023310099998,713910,GOLF COURSES AND COUNTRY CLUBS,http://kapalua.com/golf,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-17437110.9865 2392717.6794000007)
210,214,251.0,PEBBLE BEACH GOLF LINKS,1700 17-MILE DRIVE,PEBBLE BEACH,CA,93953,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,MONTEREY,06053,USA,36.56895913100004,-121.95067442699997,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.pebblebeach.com/golf/pebble-beach-golf-links/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-13575486.9791 4379194.3478000015)
211,215,252.0,CORDEVALLE GOLF CLUB,1 CORDEVALLE CLUB DR.,SAN MARTIN,CA,95046,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SANTA CLARA,06085,USA,37.06764759200007,-121.63296394199995,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.cordevallegolf.com/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-13540119.6097 4448540.188500002)
212,216,253.0,RIVIERA COUNTRY CLUB,1250 CAPRI DRIVE,PACIFIC PALISADES,CA,90272,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,LOS ANGELES,06037,USA,34.049919689000035,-118.50121231999998,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.therivieracountryclub.com/Club/Scripts/Home/home.asp,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-13191494.6138 4035506.991899997)
213,217,254.0,TORREY PINES GOLF COURSE,11480 TORREY PINES PARK ROAD,SAN DIEGO,CA,92037,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,SAN DIEGO,06073,USA,32.90449345900004,-117.24535494899999,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.torreypinesgolfcourse.com/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-13051693.2108 3882633.9179999977)
214,218,255.0,PGA WEST,55-955 PGA BOULEVARD,LA QUINTA,CA,92253,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,RIVERSIDE,06065,USA,33.64340812800003,-116.26744451799999,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.pgawest.com/club/scripts/section/section.asp?NS=HP,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-12942832.7196 3981020.3642000034)
215,219,256.0,MONTREUX GOLF CLUB,18077 BORDEAUX DRIVE,RENO,NV,89511,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,WASHOE,32031,USA,39.364438294000024,-119.82810921999999,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.montreuxgolf.com/,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-13339204.1011 4774009.490400001)
216,220,257.0,TOURNAMENT PLAYERS CLUB-SUMMERLIN,1700 VILLAGE CENTER CIRCLE,LAS VEGAS,NV,89134,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,CLARK,32003,USA,36.18840068500003,-115.29824539999998,713910,GOLF COURSES AND COUNTRY CLUBS,http://www.tpc.com/summerlin,2015-01-30,2018-08-30,NOT AVAILABLE,POINT (-12834941.9673 4326576.078199998)
217,221,258.0,THE GOLF CLUB AT DOVE MOUNTAIN,6501 WEST BOULDER BRIDGE PASS,MARANA,AZ,85658,NOT AVAILABLE,SINGLE USE,OPEN,-999.0,PIMA,04019,USA,32.47093365200004,-111.10450500999997,713910,GOLF COURSES AND COUNTRY CLUBS,https://www.thegolfclubatdovemountain.com/,2015-01-30,2018-08-31,NOT AVAILABLE,POINT (-12368096.922600001 3825287.980700001)
